sid,eid,tid,title,titleType
8,20,1983051414,,Goodnights
8,19,1983050715,,Goodnights
3,20,1978052014,,Goodnights
3,19,1978051313,,Goodnights
3,18,1978042215,,Goodnights
8,18,1983041616,,Goodnights
3,17,1978041515,,Goodnights
3,16,1978040815,,Goodnights
3,14,1978031816,,Goodnights
3,13,1978031116,,Goodnights
3,12,1978022516,,Goodnights
6,13,1981041116,,Goodnights
6,12,1981030717,,Goodnights
3,15,1978032520,,Goodnights
6,12,1981030714,Cat's Name,Sketch
6,12,1981030715,"""Shotgun Rider""",Musical Performance
6,12,1981030716,Bubba's Wash Fayetta's Dry,Sketch
6,12,1981030713,No Sex With Mary,Commercial
6,12,1981030712,Cut Flowers,Film
6,12,1981030711,Saturday Night Newsline,Miscellaneous
6,12,198103079,Saturday Night Newsline,Miscellaneous
1,24,1976073117,,Goodnights
1,24,1976073116,"""I've Got a Life of My Own""",Musical Performance
1,24,1976073115,Waiting for Pardo,Sketch
1,24,1976073114,Carter-Young,Sketch
1,24,1976073113,"""Eddie the Eunuch""",Musical Performance
1,24,1976073112,Blind Date,Sketch
1,24,1976073110,Talk Country,Commercial
1,24,1976073111,Bobby McGee,Miscellaneous
1,24,197607319,,Weekend Update
1,24,197607315,"""Hula Hoop""",Musical Performance
1,24,197607314,Samurai General Practitioner,Sketch
1,24,197607313,I Was Not A Sucker For Saturday Night,Commercial
1,24,197607316,Great White Athletes,Commercial
1,24,197607318,Police State,Sketch
1,24,197607317,Ford Delegate,Sketch
1,24,197607312,,Monologue
6,12,198103078,Chap Stick,Sketch
6,12,198103077,Saturday Night Newsline,Miscellaneous
6,12,198103076,"""Givin' It Up For Your Love""",Musical Performance
1,24,197607311,"""Help Me Make It Through The Night""",Cold Opening
6,12,198103074,Script in Development,Sketch
6,12,198103073,Formula for the Good Life,Film
6,12,198103072,,Monologue
6,13,1981041113,"""How Sweet It Is"", ""What Does It Take""",Musical Performance
6,12,198103071,Dressing Room,Cold Opening
6,13,1981041112,Friends,Miscellaneous
6,13,1981041111,The Famous Broadcasters School Of Cue Card Reading,Commercial
6,13,1981041115,Bag Lady,Film
6,13,1981041114,Wild Country Gun Cards,Commercial
6,13,1981041110,Wedding Day,Sketch
6,13,198104119,The Self-Righteous,Commercial
6,13,198104118,Same,Musical Sketch
6,13,198104117,,Weekend Update
6,13,198104116,"""Road Runner"", ""Shotgun""",Musical Performance
6,13,198104115,Johnny Cash at Spandau Prison,Commercial
6,13,198104114,I Married A Monkey,Sketch
6,13,198104113,Lite Beer,Commercial
6,13,198104112,Drive For America,Show
6,13,198104111,Storage Room,Cold Opening
3,12,1978022514,"""Don't Cost You Nothing""",Musical Performance
3,12,1978022513,Hertz,Commercial
3,12,1978022512,E. Buzz Miller's Animal Kingdom,Show
3,12,1978022511,Mandingo II,Commercial
3,12,1978022510,The Franken and Davis Show,Show
3,12,197802259,O.J.'s Record,Sketch
3,12,1978022515,Celebrity Battle of the Sexes & Races,Show
3,12,197802258,,Weekend Update
3,12,197802256,Mohawk Master,Commercial
3,12,197802253,Samurai Night Fever,Sketch
3,12,197802255,"""So, So Satisfied""",Musical Performance
3,12,197802254,Great Moments In Sports,Show
3,12,197802257,The Raid on Nicosia,Commercial
3,12,197802252,,Monologue
3,12,197802251,Audience Questions,Cold Opening
3,13,1978031115,"""Crying in My Sleep""",Musical Performance
3,13,1978031111,Looks At Books,Show
3,13,1978031110,"""All I Know"", ""Scarborough Fair""",Musical Performance
3,13,1978031114,The Looking For Mr. Goodbar Sleepytime Playset,Commercial
3,13,1978031113,,Guest Performance
3,13,1978031112,Schiller's Reel,Film
3,13,197803119,,Weekend Update
3,13,197803117,Miracle In Chicago,Sketch
3,13,197803118,KISS Concert,Sketch
3,13,197803112,,Monologue
3,13,197803116,"""On and On""",Musical Performance
3,13,197803115,Tomorrow,Show
3,13,197803111,Modern Crimes,Cold Opening
3,13,197803113,"""Wonderful World""",Musical Performance
3,13,197803114,Kromega III,Commercial
3,14,1978031815,Serious Song,Miscellaneous
3,14,1978031814,"""Two Tickets to Paradise""",Musical Performance
3,14,1978031812,The Coneheads On Earth,Sketch
3,14,1978031810,Blurry,Sketch
3,14,197803189,,Weekend Update
3,14,1978031813,Celebrity Crackup,Show
3,14,1978031811,Shower Mike,Sketch
3,14,197803188,Nutrifix,Commercial
3,14,197803187,"""Baby Hold On""",Musical Performance
3,14,197803186,Bad One-Man Theater,Show
3,14,197803185,Sybil III,Sketch
3,14,197803183,Royal Deluxe II,Commercial
3,14,197803182,,Monologue
3,14,197803181,"""Danny Boy""",Cold Opening
3,15,1978032519,Audience,Miscellaneous
3,15,1978032518,The Mr. Bill Show,Film
3,15,1978032517,"""Two Out of Three Ain't Bad""",Musical Performance
3,14,197803184,The Olympia Cafe,Sketch
3,15,1978032515,Vampire / Nixon,Sketch
3,15,1978032513,Audience,Miscellaneous
3,15,1978032512,A Film by Gary Weis,Film
3,15,1978032514,Del Stator's Rabbit Hut,Commercial
3,15,1978032516,,Guest Performance
3,15,1978032511,Suggestions for Sadat,Sketch
3,15,1978032510,Mr. Death,Sketch
3,15,197803259,,Weekend Update
3,15,197803258,"""No Place to Go""",Musical Performance
3,15,197803257,,Intro
3,15,197803256,Speech Therapy,Sketch
3,15,197803255,Dr. Jekyll And Mister Rogers,Commercial
3,15,197803254,The Thing That Wouldn't Leave,Commercial
3,15,197803252,,Monologue
3,15,197803251,Locker Room,Cold Opening
3,15,197803253,The Island Of Lost Luggage,Commercial
3,16,197804088,,Weekend Update
3,16,1978040813,The Mr. Bill Show,Film
3,16,1978040814,Danger Probe,Show
3,16,1978040812,"""Trying To Get To You""",Musical Performance
3,16,1978040811,Party Night,Sketch
3,16,197804087,"""Have You Seen Her?""",Musical Performance
3,16,197804084,Confession,Sketch
3,16,197804082,,Monologue
3,17,1978041514,"""Tuba City Gitback""",Musical Performance
3,16,197804085,H&L Brock,Commercial
3,16,197804081,The Oscars,Cold Opening
3,16,197804086,The Seagull,Sketch
3,16,197804083,Little Chocolate Donuts,Commercial
3,17,1978041513,Archaeologicus,Show
3,17,1978041512,Audience,Miscellaneous
3,17,197804157,,Weekend Update
3,17,1978041511,Schiller's Reel,Film
3,17,197804156,Judy Miller,Sketch
3,17,197804158,Penalty Box,Sketch
3,17,1978041510,"""My Song""",Musical Performance
3,17,197804159,E. Buzz Miller's Exercise World,Show
3,17,197804155,"""Country""",Musical Performance
3,17,197804151,The President's Message on Inflation,Cold Opening
3,17,197804153,Angora Bouquet,Commercial
3,17,197804152,,Monologue
3,18,1978042214,Next Week In Review,Show
3,18,1978042213,"""I Don't Know""",Musical Performance
3,18,1978042211,Troff 'n' Brew,Sketch
3,18,197804229,Love Story,Sketch
3,18,197804227,,Weekend Update
3,18,197804228,King Tut,Musical Sketch
3,18,1978042210,A Film by Gary Weis,Film
3,18,197804223,Hey You!,Commercial
3,18,197804226,Dancing in the Dark,Sketch
3,19,1978051310,"""White Oaxacan Moon""",Musical Performance
3,18,197804222,,Monologue
3,19,197805139,The David Susskind Show,Show
3,19,1978051312,"""I Want To Be Seduced""",Musical Performance
3,19,1978051311,How You Pay For Your Sins,Miscellaneous
3,19,197805138,Pet Peeves,Sketch
3,18,197804221,Rock Concert,Cold Opening
3,19,197805137,Nick Springs,Sketch
3,19,197805132,,Monologue
3,19,197805136,,Weekend Update
3,19,197805134,"""Son of a Sailor""",Musical Performance
3,19,197805133,Cone Encounters Of The Third Kind,Sketch
3,20,1978052013,"""Space is the Place"", ""Space-Loneliness""",Musical Performance
3,19,197805131,Paraquat,Cold Opening
3,19,197805135,Sex Test,Show
3,20,1978052012,The Franken and Davis Show,Show
3,20,1978052011,Bad Conceptual Art,Show
3,20,197805206,,Weekend Update
3,20,197805207,The Olympia Cafe,Sketch
3,20,197805209,More Insects To Worry About,Show
3,20,197805208,Mr. Mike's Least-Loved Music,Miscellaneous
3,20,197805205,Sodom Chamber of Commerce,Sketch
3,20,197805201,Nixon's Book,Cold Opening
8,18,1983041614,"""I Can't Let Go Now""",Musical Performance
8,18,1983041613,Killing Time,Miscellaneous
8,18,1983041615,Magic Fish,Sketch
8,18,1983041612,Dung in the Oval Office,Sketch
3,20,197805202,,Monologue
8,18,1983041611,Takin' Care Of Business,Commercial
8,18,1983041610,,Guest Performance
8,18,198304166,The Ladies Room,Sketch
8,18,198304169,Our Generation,Sketch
8,18,198304168,,Saturday Night News
8,18,198304167,"""If That's What It Takes""",Musical Performance
8,18,198304165,Texxon,Commercial
8,18,198304164,Tootsie Cosmetics,Commercial
8,18,198304163,Sit On It!,Game Show
8,18,198304162,,Monologue
8,18,198304161,The Exercises of Love,Cold Opening
8,19,1983050714,"""Go Home""",Musical Performance
8,19,1983050713,Busboy,Sketch
8,19,1983050712,Cotton Land,Commercial
8,19,1983050711,,Guest Performance
8,19,1983050710,DJs,Miscellaneous
8,19,198305079,,Saturday Night News
8,19,198305076,"""Overjoyed""",Musical Performance
8,19,198305078,Dion's,Sketch
8,19,198305073,Kannon AE-1,Commercial
8,19,198305072,"""Fingertips""",Musical Performance
8,19,198305077,The Story of Stevie,Sketch
8,19,198305074,Stevie Experience,Sketch
8,19,198305071,VD,Cold Opening
8,19,198305075,Hitler: The Secret Diaries,Sketch
8,20,1983051412,"""The Celtic Soul Brothers""",Musical Performance
8,20,1983051413,Birthday A Go-Go,Sketch
8,20,1983051411,Late Night with David Letterman,Show
8,20,1983051410,,Guest Performance
8,20,198305148,,Saturday Night News
8,20,198305147,Bald No More,Commercial
8,20,198305146,The Enquirer,Commercial
8,20,198305149,Whiners,Sketch
8,20,198305142,What's the most disgusting thing you've seen in New York?,Miscellaneous
8,20,198305143,Mister Robinson's Neighborhood,Show
8,20,198305141,,Monologue
8,20,198305145,"""Come On, Eileen""",Musical Performance
8,20,198305144,Ledge,Sketch
1,22,1976052917,,Goodnights
1,20,1976051522,,Goodnights
1,23,1976072415,,Goodnights
1,17,1976041723,,Goodnights
1,21,1976052220,,Goodnights
1,20,1976051521,Home Movie,Film
1,19,1976050817,,Goodnights
1,18,1976042421,,Goodnights
1,13,1976021421,,Goodnights
1,14,1976022120,,Goodnights
1,12,1976013121,,Goodnights
1,16,1976031322,,Goodnights
1,11,1976012418,Bomb Squad Redux,Miscellaneous
1,10,1976011721,,Goodnights
1,9,1976011018,,Guest Performance
1,9,1976011019,,Goodnights
1,9,1976011016,Birthright,Show
1,9,1976011015,The Land of Gorch,Sketch
1,9,1976011014,Gilda & Elliott,Miscellaneous
1,9,1976011013,A Film by Albert Brooks,Film
1,9,1976011017,"""Blue Finger Lou""",Musical Performance
1,9,1976011012,The Killer Bees,Sketch
1,8,1975122024,The Fritzie Kringle Show,Show
1,8,1975122027,A Film by Gary Weis,Film
1,8,1975122028,,Goodnights
1,8,1975122023,What Gilda Ate,Miscellaneous
1,8,1975122022,"""Silver Bells""",Musical Performance
1,8,1975122021,Don Pardo Digital Gift Catalogue,Commercial
1,8,1975122026,,Guest Performance
1,8,1975122025,Mel's Char Palace,Commercial
1,8,1975122018,Christmas Party,Sketch
1,8,1975122017,Pong,Miscellaneous
1,8,1975122019,Mel's Char Palace,Commercial
1,8,1975122016,Laundromat,Sketch
1,8,1975122014,,Weekend Update
1,8,1975122020,"""Winter Wonderland""",Musical Performance
1,8,1975122013,Minute Mystery,Sketch
1,8,1975122012,Latent Elf,Sketch
1,8,1975122011,K-Put Price-Is-Rite Stamp Gun,Commercial
1,8,197512209,Polaroid,Commercial
1,8,1975122010,"""You Make Me Feel Brand New""",Musical Performance
1,8,197512208,Don Pardo Digital Gift Catalogue,Commercial
1,8,197512206,Home Movies,Miscellaneous
1,8,197512205,Parent's Nightmare,Sketch
1,8,197512207,Bee Capades,Film
1,8,197512204,Mel's Char Palace,Commercial
1,8,197512203,"""Higher & Higher""",Musical Performance
1,8,197512202,,Monologue
1,9,1976011010,,Weekend Update
1,9,197601109,"""The Call""",Musical Performance
1,9,197601108,Gilda & Elliott,Miscellaneous
1,8,197512201,Christmas Eve At The White House,Cold Opening
1,9,1976011011,Jamitol,Commercial
1,9,197601107,A Film by Gary Weis,Film
1,9,197601106,New Shimmer,Commercial
1,9,197601105,Godfather Therapy,Sketch
1,9,197601102,,Monologue
1,9,197601101,The Dead String Quartet,Cold Opening
1,9,197601104,Interior Demolitionists,Sketch
1,9,197601103,Try-Hard 1-11,Commercial
1,10,1976011720,American Constipation Society,Commercial
1,10,1976011719,Wrigley's,Commercial
1,10,1976011718,Mike Douglas,Miscellaneous
1,10,1976011717,"""King Bee""",Musical Performance
1,10,1976011716,A Film by Gary Weis,Film
1,10,1976011715,Why Call It Dope?,Miscellaneous
1,10,1976011712,Triple-Trac,Commercial
1,10,1976011714,Mechanics Bedtime Story,Sketch
1,10,1976011713,"""Wham Re-Bop Boom Bam""",Musical Performance
1,10,1976011711,The Land of Gorch,Sketch
1,10,1976011710,Citizen Kane II,Sketch
1,10,197601179,Germasol,Commercial
1,10,197601178,,Weekend Update
1,10,197601174,Presidential Foreplay,Show
1,10,197601177,The Evelyn Woodski School Of Speed Reading,Commercial
1,10,197601176,"""Ain't No Sunshine""",Musical Performance
1,10,197601172,,Monologue
1,10,197601171,Suicide Prevention,Cold Opening
1,11,1976012417,Gospel Truth,Sketch
1,11,1976012415,Operating Room,Sketch
1,11,1976012414,Lovers,Miscellaneous
1,11,1976012413,Backstage Banter,Show
1,11,1976012416,Audience,Miscellaneous
1,11,1976012412,"""Lonely Night""",Musical Performance
1,11,1976012410,Sonny & Cher,Miscellaneous
1,11,1976012411,Gilda & Scred,Miscellaneous
1,11,197601249,A Film by Gary Weis,Film
1,11,197601248,Table Talk,Show
1,11,197601247,Middle American Van Lines,Commercial
1,11,197601246,,Weekend Update
1,11,197601245,Don Pardo's Holiday In An Elevator,Commercial
1,11,197601244,"""Breaking Up Is Hard To Do""",Musical Performance
1,11,197601243,Utah Prison,Sketch
1,11,197601241,Bomb Squad,Cold Opening
1,11,197601242,,Monologue
1,12,1976013120,,Guest Performance
1,12,1976013117,"""Wahjaka Man""",Musical Performance
1,12,1976013119,Home Movie,Film
1,12,1976013118,H&L Brock,Commercial
1,12,1976013116,Looks At Books,Show
1,12,1976013115,H&L Brock,Commercial
1,12,1976013113,A Film by Gary Weis,Film
1,12,1976013114,Dance To The Nation,Show
1,12,1976013112,Cavett Lookalike,Miscellaneous
1,12,197601319,Dick Cavett's School Of Hydroplane Operation,Commercial
1,12,1976013110,Our Town,Sketch
1,12,1976013111,"""Many Rivers to Cross""",Musical Performance
1,12,197601318,Felina Cat Food,Commercial
1,12,197601316,H&L Brock,Commercial
1,12,197601317,,Weekend Update
1,12,197601315,"""The Harder They Come""",Musical Performance
1,12,197601312,,Monologue
1,12,197601314,Dick Cavett's School Of Auto Refinishing & Upholstery,Commercial
1,12,197601313,Hunter Sketch,Sketch
1,12,197601311,Voodoo Doll,Cold Opening
1,13,1976021419,"""Somebody's Watching You""",Musical Performance
1,13,1976021418,Valentine's Day Card,Miscellaneous
1,13,1976021413,Remembrance Of Things Past,Show
1,13,1976021420,A Film by Gary Weis,Film
1,13,1976021414,A Film by Gary Weis,Film
1,13,1976021417,Home Movie,Film
1,13,1976021416,Janitor In A Fridge,Sketch
1,13,1976021410,,Weekend Update
1,13,1976021411,K-Put Price-Is-Rite Stamp Gun,Commercial
1,13,197602146,New Dad,Commercial
1,13,197602145,,Guest Performance
1,13,1976021412,All-Pro Wrestling,Show
1,13,197602149,The Corrida,Commercial
1,13,197602148,"""We Got By""",Musical Performance
1,13,197602147,Acid Trip,Sketch
1,13,197602144,Samurai Divorce Court,Sketch
1,13,197602142,,Monologue
1,14,1976022116,Double Talk,Sketch
1,13,197602143,Ambassador Training Institute,Commercial
1,14,1976022118,Desi Book,Miscellaneous
1,14,1976022117,Bisexual Minute,Miscellaneous
1,13,197602141,St. Valentine's Day,Cold Opening
1,14,1976022119,"""Babalu""",Musical Performance
1,14,1976022114,A Film by Gary Weis,Film
1,14,1976022115,Cuban Acupuncture,Sketch
1,14,1976022111,The Untouchables,Sketch
1,14,1976022110,Speed,Commercial
1,14,197602219,,Weekend Update
1,14,197602218,The Lucy Show,Sketch
1,14,1976022112,Lucy & Ethel Intro,Sketch
1,14,1976022113,"""Cuban Pete""",Musical Performance
1,14,197602215,Luciana Vermicelli's Beauty Regimen,Commercial
1,14,197602217,Very White,Musical Sketch
1,14,197602211,Ford's Shrink,Cold Opening
1,15,1976022819,The Mr. Bill Show,Film
1,14,197602216,Literary Recital,Show
1,14,197602213,National Express,Commercial
1,14,197602212,,Monologue
1,14,197602214,Impotence,Sketch
1,15,1976022818,Great Moments In Herstory,Sketch
1,15,1976022814,,Guest Performance
1,15,1976022813,A Film by Gary Weis,Film
1,15,1976022812,The Milkman,Miscellaneous
1,15,1976022811,Car Yummies,Commercial
1,15,1976022817,"""Big Time Woman""",Musical Performance
1,15,1976022816,Triple-Trac,Commercial
1,15,1976022815,Restaurant,Sketch
1,15,1976022810,"""Semper Paratus"", ""Sea Cruise""",Musical Performance
1,15,197602288,,Weekend Update
1,15,197602285,"""Ain't Misbehavin'""",Musical Performance
1,15,197602284,"Jill Carson, Guidance Counselor!",Sketch
1,15,197602283,Great Moments In Herstory,Sketch
1,15,197602289,H&L Brock,Commercial
1,15,197602286,White Guilt Relief Fund,Commercial
1,16,1976031320,"""I Can't Help It""",Musical Performance
1,16,1976031318,Coming Attractions,Miscellaneous
1,15,197602282,,Monologue
1,15,197602281,Chevy & Lorne,Cold Opening
1,16,1976031317,You Got A Bee,Sketch
1,16,1976031316,A Film by Gary Weis,Film
1,16,1976031319,Home Movie,Film
1,16,1976031321,Butt County Dance Party,Sketch
1,16,1976031313,Happy Hour,Sketch
1,16,1976031312,"Land Is Scarce, Use Your Head",Commercial
1,16,197603139,A President's View On Marijuana,Miscellaneous
1,16,1976031315,Audience,Miscellaneous
1,16,197603138,"""Music, Maestro, Please"", ""Swing Brother Swing""",Musical Performance
1,16,1976031314,A President's View On Marijuana,Miscellaneous
1,16,1976031311,,Weekend Update
1,16,1976031310,Audience,Miscellaneous
1,16,197603135,Household Hints,Sketch
1,16,197603132,,Monologue
1,16,197603136,The Norman Bates School Of Motel Management,Commercial
1,16,197603134,Hello Dolly Therapy,Sketch
1,16,197603133,A President's View On Marijuana,Miscellaneous
1,16,197603137,Muppets Spot,Miscellaneous
1,16,197603131,Fan Mail,Cold Opening
1,18,1976042420,Muppet Trunk,Sketch
1,18,1976042417,A Film by Gary Weis,Film
1,18,1976042419,"""Ain't Necessarily So""",Musical Performance
1,18,1976042416,Gilda's Equal Time,Miscellaneous
1,18,1976042415,One Flew Over The Hornet's Nest,Sketch
1,18,1976042418,"""Two-Fisted Love""",Musical Performance
1,18,1976042414,Beatle Offer,Miscellaneous
1,18,1976042413,"""Welcome Back""",Musical Performance
1,18,1976042412,Bisexual Minute,Miscellaneous
1,18,197604248,Polaroid,Commercial
1,18,197604246,"""All Over""",Musical Performance
1,18,197604247,The Claudine Longet Invitational,Show
1,18,1976042411,,Weekend Update
1,18,197604245,Muppets Spot,Miscellaneous
1,18,197604244,The Decabet,Commercial
1,18,1976042410,Next Show,Miscellaneous
1,17,1976041722,"""My Generation""",Musical Performance
1,18,197604243,Purino Rat Chow,Commercial
1,17,1976041718,Press Secretaries Through History,Miscellaneous
1,18,197604242,,Monologue
1,18,197604241,Presidential Candidates,Cold Opening
1,17,1976041720,Try-Hard 1-11,Commercial
1,17,1976041719,,Guest Performance
1,17,1976041721,Misconceptions,Show
1,17,1976041717,Supreme Court,Sketch
1,17,1976041716,Press Secretaries Through History,Miscellaneous
1,17,1976041712,A Film by Gary Weis,Film
1,17,1976041711,The Berkeley Collection,Commercial
1,17,1976041715,Home Movie,Film
1,17,1976041714,Tomorrow,Show
1,17,1976041713,Autumn Fizz,Commercial
1,17,1976041710,,Weekend Update
1,17,197604174,An Oval Office,Sketch
1,17,197604179,The New Army,Commercial
1,17,197604178,Lie Detector,Sketch
1,17,197604177,Press Secretaries Through History,Miscellaneous
1,17,197604176,"""Gloria""",Musical Performance
1,17,197604172,,Monologue
1,17,197604175,Fluckers,Sketch
1,17,197604173,Super Bass-O-Matic '76,Commercial
1,17,197604171,The Dead String Quartet,Cold Opening
1,23,1976072414,Mary Mary,Miscellaneous
1,23,1976072413,"""Panama""",Musical Performance
1,23,1976072412,Jimmy Carter,Miscellaneous
1,23,1976072411,John Belushi Wardrobe,Commercial
1,23,1976072410,Diner Sketch,Film
1,23,197607249,Girl Talk,Sketch
1,23,197607248,,Weekend Update
1,23,197607246,Louise & Dog,Sketch
1,23,197607245,Human Hair Potholders,Commercial
1,23,197607244,Swedish Movie,Sketch
1,23,197607241,Back From Vacation,Cold Opening
1,23,197607247,Cathode Ray,Musical Sketch
1,23,197607243,Venereal Disease: Nothing To Clap About,Commercial
1,23,197607242,,Monologue
1,21,1976052219,Tony Orlando & Dawn,Miscellaneous
1,21,1976052215,Looks At Books,Show
1,21,1976052218,"""An Die Musik""",Musical Performance
1,21,1976052217,Only Two Songs,Miscellaneous
1,21,1976052216,"""Spanish Moss""",Musical Performance
1,21,1976052213,Not For Ladies Only,Show
1,21,1976052212,Beatle Offer,Miscellaneous
1,21,1976052214,A Film by Gary Weis,Film
1,21,1976052211,Crowd,Sketch
1,21,1976052210,Germasol,Commercial
1,21,197605229,,Weekend Update
1,21,197605228,Polaroid,Commercial
1,21,197605227,"""Summertime Dream""",Musical Performance
1,21,197605223,Peter Lemon Moodring,Commercial
1,21,197605226,Dell Stator's 99¢ Toad Ranch,Commercial
1,21,197605225,Talk Back,Show
1,21,197605222,,Monologue
1,21,197605221,Crutches,Cold Opening
1,19,1976050816,"""Lost In The Stars""",Musical Performance
1,19,1976050815,Parakeet,Miscellaneous
1,19,1976050813,A Film by Gary Weis,Film
1,19,1976050811,"""Half a Chance"", ""You're So Vain""",Musical Performance
1,19,1976050814,I Will Follow Him,Musical Sketch
1,19,197605087,Muppets Beatle Offer,Sketch
1,19,197605088,Bride of Frankenstein,Musical Sketch
1,19,1976050810,Super Absorbent Dry Hose,Commercial
1,19,197605089,,Weekend Update
1,19,197605086,Fondue Sets For Namibia,Commercial
1,19,197605085,Slumber Party,Sketch
1,19,197605084,Not For Ladies Only,Show
1,19,197605083,Wilderness Comedian,Commercial
1,19,197605082,,Monologue
1,20,1976051519,Cresk,Commercial
1,20,1976051518,Johnny Angel,Musical Sketch
1,19,197605081,Ronald Reagan,Cold Opening
1,20,1976051517,"""Daylight""",Musical Performance
1,20,1976051520,Dyan's Dream,Miscellaneous
1,20,1976051516,Marine,Sketch
1,20,1976051515,Bathwater Of The Stars,Commercial
1,20,1976051513,Dyan's Dream,Miscellaneous
1,20,1976051514,A Film by Gary Weis,Film
1,20,1976051512,Funeral,Sketch
1,20,1976051511,Orange Juice,Commercial
1,20,197605159,Next Week,Miscellaneous
1,20,197605158,"""Satisfy You""",Musical Performance
1,20,197605157,Dyan's Dream,Miscellaneous
1,20,1976051510,,Weekend Update
1,20,197605156,Vacationland Adventure,Show
1,20,197605155,Dead Delivery Boy,Sketch
1,20,197605154,Hearing Test,Sketch
1,20,197605152,,Monologue
1,20,197605151,Chevy's Repeat Fall,Cold Opening
1,20,197605153,Sugar Free Zing,Commercial
1,22,1976052916,"""Maybe That's The Way It Goes""",Musical Performance
1,22,1976052915,Show Us Your Guns,Film
1,22,1976052912,A Film by Gary Weis,Film
1,22,1976052914,"""Walking Stick""",Musical Performance
1,22,1976052913,The Honeymooners,Sketch
1,22,1976052911,Shirley Temple,Sketch
1,22,1976052910,Vibramatic,Commercial
1,22,197605299,,Weekend Update
1,22,197605298,Muppets Postcard,Miscellaneous
1,22,197605296,"""Shine On Harvest Moon""",Musical Performance
1,22,197605295,National Uvula Association,Commercial
1,22,197605294,Card Game,Sketch
1,22,197605292,,Monologue
1,22,197605293,Academy of Better Careers,Commercial
1,22,197605291,Wax Museum,Cold Opening
1,5,1975111522,,Goodnights
1,4,1975110822,,Goodnights
1,7,1975121324,,Goodnights
2,22,1977052115,,Goodnights
1,2,1975101818,,Goodnights
1,3,1975102520,Bees,Sketch
1,6,1975112221,Bee Scat,Miscellaneous
2,21,1977051416,,Goodnights
2,20,1977042317,,Goodnights
2,19,1977041616,,Goodnights
1,1,1975101126,,Goodnights
2,18,1977040918,,Goodnights
2,17,1977032617,,Goodnights
2,16,1977031916,,Goodnights
2,15,1977031217,,Goodnights
2,14,1977022617,,Goodnights
2,14,1977022616,Lovers,Sketch
2,14,1977022611,A Film by Gary Weis,Film
2,14,1977022610,Plug,Sketch
2,14,1977022615,"""Sleepwalker""",Musical Performance
2,14,1977022613,Home Movie,Film
2,14,1977022614,Roots II,Sketch
2,13,1977012919,,Goodnights
2,13,1977012918,Credit Card,Sketch
2,13,1977012914,"""You Make Me Feel Like Dancing""",Musical Performance
2,13,1977012916,French Liquid,Commercial
2,13,1977012915,A Film by Gary Weis,Film
2,13,1977012913,Grand Stand,Show
2,13,1977012912,Alice,Sketch
2,13,1977012917,"""Sing a Song""",Musical Performance
2,13,197701294,Amy,Sketch
2,13,1977012911,Community Appeal,Commercial
2,13,1977012910,,Weekend Update
2,13,197701299,Sugar-Frosted Anabolic Steroids,Commercial
2,13,197701298,Alsatian Restaurant,Sketch
2,13,197701297,Black Perspective,Show
2,13,197701296,"""When I Need You""",Musical Performance
2,13,197701295,Sideline,Sketch
2,13,197701293,Swiss Army Gun,Commercial
2,13,197701292,,Monologue
2,13,197701291,Locker Room,Cold Opening
2,14,197702268,Dr. Breadloaf's Quick-Loss Diet Book,Commercial
2,14,197702267,,Weekend Update
2,14,197702266,,Musical Performance
2,14,197702265,Celebrity Weightlifting,Show
2,14,197702269,Broadway Baby,Miscellaneous
2,14,197702261,Backstage,Cold Opening
2,15,1977031215,"""City of One-Night Stands""",Musical Performance
2,15,1977031213,A Film by Gary Weis,Film
2,14,197702263,The Coneheads At Home,Sketch
2,14,197702262,,Monologue
2,15,1977031216,Home Movie,Film
2,15,1977031214,Bad Playhouse,Show
2,14,197702264,"""Nur Wer Die Sehnsucht""",Musical Performance
2,15,197703129,"""One I Love You""",Musical Performance
2,15,197703128,,Weekend Update
2,15,1977031212,Romance,Sketch
2,15,1977031211,Gidget Goes To Shock Therapy,Commercial
2,15,1977031210,Improvisation,Miscellaneous
2,15,197703127,John Belushi's Dream,Commercial
2,15,197703126,How Your Children Grow,Show
2,16,1977031915,"""I Got To Get My Name Up In Lights""",Musical Performance
2,15,197703124,Ask President Carter,Sketch
2,15,197703123,Burger Master,Commercial
2,15,197703122,,Monologue
2,16,1977031912,Baba Wawa At Large,Show
2,15,197703121,Control Room,Cold Opening
2,16,1977031913,"""Ain't That a Lot of Love""",Musical Performance
2,16,1977031911,Highway Patrol,Show
2,16,1977031910,Puppy Uppers & Doggie Downers,Commercial
2,16,197703199,,Weekend Update
2,16,197703198,Lucy A-Bomb,Sketch
2,16,197703197,New Kid,Miscellaneous
2,16,197703196,"""Sing Sing Sing""",Musical Performance
2,16,197703195,Mel's Hide Heaven,Commercial
2,16,197703194,A Film by Gary Weis,Film
2,16,197703192,,Monologue
2,17,1977032616,Gags Beasley,Sketch
2,17,1977032613,Home Movie,Film
2,16,197703193,Samurai Hit Man,Sketch
2,16,197703191,"""Goodbye Saccharine""",Cold Opening
2,17,1977032615,"""Europa""",Musical Performance
2,17,1977032614,Pantygrams,Commercial
2,17,1977032612,Ask Big Daddy,Show
2,17,1977032611,A Film by Gary Weis,Film
2,17,197703267,,Weekend Update
2,17,1977032610,Suicide Letter,Sketch
2,17,197703265,Marine Wedding,Sketch
2,17,197703264,"""Black Magic Woman""",Musical Performance
2,17,197703268,Leech-Tab 100,Commercial
2,17,197703266,A Town Without Pity,Sketch
